productType,price,sqft,rooms,bathrooms,location,pricePerSqft,latitude,longitude
Residence,4200000,2462,4,4,Dubai Hills Estate,1705.9301380991064,25.104121206475,55.255802897392
Apartment,3450000,1365,2,2,Downtown Dubai,2527.4725274725274,25.191461695441,55.274436735343
House,2200000,1937,3,4,Arabian Ranches 3,1135.776974703149,25.066318554847,55.318168935909
Apartment,1450000,720,1,1,Dubai Creek Harbour,2013.888888888889,25.206477296878,55.346929367512
Residence,1800000,2324,3,5,DAMAC Hills 2 (Akoya by DAMAC),774.526678141136,24.995467188506,55.390724938501
Apartment,1550000,787,2,2,Sobha Hartland,1969.5044472681068,25.17993275049,55.304911415143
House,24750000,8669,6,9,Dubai Hills Estate,2855.000576767793,25.12302860925,55.275045636988
Apartment,2149950,1639,3,3,Dubai Marina,1311.744966442953,25.084499359131,55.144500732422
Apartment,2025000,1176,2,2,Dubai Creek Harbour,1721.938775510204,25.20630017458,55.344507694244
House,3800000,2071,3,3,Dubai Hills Estate,1834.8623853211009,25.092683607735,55.253987543091
House,16500000,10617,6,6,Jumeirah Golf Estates,1554.1113308844306,25.025701091335,55.195831824561
Apartment,2000000,1517,2,2,Business Bay,1318.3915622940012,25.18572054657,55.291743008322
Apartment,2780000,1882,3,4,Jumeirah Beach Residence (JBR),1477.151965993624,25.082397428957,55.140641933617
Apartment,3800000,1665,3,4,Dubai Creek Harbour,2282.2822822822823,25.208801941729,55.346359185825
Apartment,2450000,1511,2,3,Business Bay,1621.4427531436136,25.182245,55.254283
Apartment,720000,468,0,1,Business Bay,1538.4615384615386,25.180873,55.279305
Apartment,3200000,1746,2,2,Palm Jumeirah,1832.7605956471937,25.11326,55.13694
Apartment,570000,349,0,1,Town Square,1633.2378223495703,25.00402253951,55.286084812296
Apartment,495000,397,0,1,Jumeirah Village Circle (JVC),1246.8513853904283,25.05618050755,55.20420926266
Apartment,3600000,1924,3,4,Jumeirah Beach Residence (JBR),1871.1018711018712,25.076013,55.133375
Apartment,1400000,736,1,1,The Views,1902.1739130434783,25.08864,55.171867
Apartment,900000,548,0,1,Business Bay,1642.3357664233577,25.180621,55.269121
Apartment,3500000,1542,2,3,Jumeirah,2269.7795071335927,25.240309107705,55.253639646153
Residence,1750000,1527,2,3,Jumeirah Village Circle (JVC),1146.03798297315,25.06584721729,55.206790264318
Apartment,1249950,747,1,1,The Views,1673.293172690763,25.089176,55.172907
House,7500000,4600,4,4,Arabian Ranches,1630.4347826086957,25.043469458643,55.261570887002
Apartment,2399999,1212,2,2,Dubai Creek Harbour,1980.197194719472,25.206727292335,55.345108509064
Apartment,2000000,1019,2,3,Dubai Hills Estate,1962.7085377821393,25.111432738702,55.243872299947
Apartment,3700000,1953,3,4,Business Bay,1894.521249359959,25.18292,55.255451
Residence,2250000,1764,2,4,Jumeirah Village Circle (JVC),1275.5102040816328,25.05348280329,55.204303708565
House,15500000,6006,7,9,Arabian Ranches,2580.752580752581,25.046512064479,55.272780214308
Residence,1400000,2379,3,3,International City,588.4825556956705,25.165046100617,55.394210507215
Apartment,4300000,1894,3,4,Dubai Marina,2270.3273495248154,25.087214,55.145463
Residence,11000000,4838,4,5,Palm Jumeirah,2273.666804464655,25.106990786449,55.151160737671
House,2500000,2325,3,4,Reem,1075.268817204301,25.010751503779,55.304346408335
Apartment,1500000,1250,2,3,Business Bay,1200.0,25.176695,55.271894
Apartment,2235000,1530,2,2,Downtown Dubai,1460.7843137254902,25.191167,55.269865
Apartment,1300000,711,1,1,Dubai Hills Estate,1828.4106891701829,25.123709,55.260482
Apartment,2300000,1370,2,2,The Views,1678.8321167883212,25.091507,55.170923
Apartment,4250000,2222,3,3,Palm Jumeirah,1912.6912691269126,25.105885,55.150081
Apartment,5495000,3891,3,4,Dubai Marina,1412.2333590336675,25.088199615479,55.14640045166
Apartment,8000000,1164,2,3,Jumeirah Beach Residence (JBR),6872.852233676976,25.072244145223,55.127074384906
Apartment,3150000,1066,2,2,Dubai Marina,2954.971857410882,25.075303,55.138468
Apartment,6150000,1827,3,3,Dubai Marina,3366.174055829228,25.07238,55.136245
House,17800000,14166,4,5,Jumeirah Golf Estates,1256.5297190456022,25.025701091335,55.195831824561
Apartment,550000,490,0,1,Arjan,1122.4489795918366,25.065756,55.232927
House,10900000,4924,5,4,The Meadows,2213.647441104793,25.068614507964,55.151990791493
Apartment,3490000,1231,2,2,Dubai Marina,2835.093419983753,25.086438,55.147157
House,45000000,7000,6,6,Palm Jumeirah,6428.571428571428,25.121003,55.137694
House,3975000,2258,3,4,The Springs,1760.4074402125775,25.055526149303,55.177452625496
House,2350000,1647,2,3,The Springs,1426.836672738312,25.057751397747,55.174700973557
Apartment,600000,474,0,1,Arjan,1265.8227848101267,25.058824441,55.242206403204
Apartment,825000,795,1,1,Jumeirah Village Circle (JVC),1037.7358490566037,25.057139,55.212045
Apartment,2550000,1237,2,2,Dubai Marina,2061.4389652384803,25.074399723472,55.138877481222
House,6700000,7000,5,7,The Villa,957.1428571428571,25.08116524144,55.350163008564
Apartment,1850000,1023,1,2,Dubai Marina,1808.4066471163246,25.074446,55.133316
Apartment,5500000,3996,2,3,Palm Jumeirah,1376.3763763763764,25.116252,55.139771
House,5300000,4335,4,5,Jumeirah Park,1222.6066897347175,25.054458143028,55.145723395613
House,6000000,4537,3,3,Dubai Hills Estate,1322.4597751818383,25.100788878556,55.248185494388
Apartment,520000,596,1,1,Town Square,872.48322147651,25.011075,55.289064
Apartment,700000,408,0,1,Business Bay,1715.686274509804,25.180873,55.279305
Apartment,4100000,1858,3,4,Dubai Marina,2206.6738428417652,25.074332,55.132742
House,8395000,4300,5,6,DAMAC Hills,1952.3255813953488,25.030358207096,55.26253469849
Residence,2700000,2420,4,4,Town Square,1115.702479338843,25.001924633075,55.300848154599
Residence,2600000,3122,4,4,Town Square,832.7994875080077,25.001924633075,55.300848154599
Apartment,1900000,1621,1,2,Jumeirah Village Circle (JVC),1172.1159777914868,25.054089171664,55.206921821302
