productType,price,sqft,rooms,bathrooms,location,pricePerSqft
Residence,1150000,486,0,1,Palm Jumeirah,2366.2551440329216
Residence,2150000,1384,3,3,Arabian Ranches 3,1553.4682080924856
Apartment,350000,410,0,1,Dubai South,853.6585365853658
Apartment,1350000,751,1,2,Jumeirah Lake Towers (JLT),1797.6031957390146
Apartment,2200000,1496,2,3,Business Bay,1470.5882352941176
Apartment,529000,656,1,2,Dubai Sports City,806.4024390243902
Apartment,390000,463,0,1,Discovery Gardens,842.3326133909287
Apartment,1490000,1646,2,2,Culture Village,905.2247873633049
Residence,2750000,3197,3,3,Reem,860.1814200813262
Apartment,1399888,1361,2,3,Business Bay,1028.5731080088171
Apartment,4500000,1140,2,3,Dubai Harbour,3947.3684210526317
Apartment,1430000,884,1,2,Downtown Dubai,1617.6470588235295
Apartment,5500000,2769,2,4,Palm Jumeirah,1986.276634163958
Apartment,4100000,1225,1,2,Palm Jumeirah,3346.938775510204
Apartment,1550000,846,1,2,Dubai Marina,1832.1513002364065
Residence,2949850,2027,3,4,Mudon,1455.2787370498274
Apartment,869000,402,0,1,Dubai Marina,2161.6915422885572
Apartment,365000,472,0,1,Jumeirah Village Circle (JVC),773.3050847457627
Apartment,1250000,1019,1,2,Dubai Marina,1226.692836113837
Apartment,1095000,1278,2,2,Dubai Marina,856.8075117370892
Apartment,350000,417,0,1,Dubai Sports City,839.3285371702638
Residence,1870000,1944,3,3,Dubai South,961.9341563786008
Residence,1000000,1208,3,3,DAMAC Hills 2 (Akoya by DAMAC),827.8145695364238
Apartment,579000,792,1,2,Dubai South,731.060606060606
Apartment,2900000,854,1,2,Downtown Dubai,3395.784543325527
Apartment,1400000,730,2,1,Dubai Hills Estate,1917.8082191780823
Apartment,4000000,1687,2,4,Al Wasl,2371.072910491998
Apartment,490000,512,0,1,Jumeirah Village Circle (JVC),957.03125
Apartment,559000,407,0,1,DAMAC Hills,1373.4643734643735
Apartment,1100000,1174,2,3,Barsha Heights (Tecom),936.9676320272572
Apartment,3900000,2328,3,4,Dubai Marina,1675.2577319587629
Apartment,1100000,1002,1,2,Culture Village,1097.804391217565
Apartment,1680000,693,1,2,Dubai Marina,2424.242424242424
Apartment,1950000,883,1,2,Za'abeel,2208.3805209513025
Apartment,1250000,823,1,2,Dubai Marina,1518.8335358444715
Apartment,400000,616,1,1,Liwan,649.3506493506494
Apartment,700000,806,1,2,Jumeirah Village Triangle (JVT),868.4863523573201
Apartment,4698000,1838,3,4,Downtown Dubai,2556.039173014146
Residence,3200000,2445,4,5,Arabian Ranches 3,1308.7934560327199
House,6950000,7500,5,6,The Villa,926.6666666666666
Apartment,6950000,2345,3,3,Palm Jumeirah,2963.7526652452025
Apartment,350000,391,0,1,Jumeirah Village Circle (JVC),895.1406649616368
House,3800000,2087,3,4,The Sustainable City,1820.7954000958314
Apartment,2700000,1743,3,4,Culture Village,1549.053356282272
Apartment,980000,1094,2,2,Town Square,895.7952468007312
Apartment,580000,477,1,1,Town Square,1215.9329140461216
Apartment,2500000,1320,2,2,Business Bay,1893.939393939394
Apartment,1530000,785,1,2,Jumeirah Lake Towers (JLT),1949.0445859872611
Apartment,2500000,1784,2,4,Jumeirah Lake Towers (JLT),1401.3452914798206
Apartment,625000,384,0,1,Jumeirah Village Circle (JVC),1627.6041666666667
Residence,4700000,2700,5,4,Dubai Hills Estate,1740.7407407407406
Apartment,530000,407,0,1,DAMAC Hills,1302.2113022113022
Apartment,800000,810,1,1,Jumeirah Lake Towers (JLT),987.6543209876543
Apartment,825000,762,1,2,Jumeirah Village Circle (JVC),1082.6771653543308
Residence,3995000,4030,3,4,Green Community,991.3151364764268
Apartment,2000000,1642,3,4,Business Bay,1218.026796589525
House,6475000,7978,4,5,Jumeirah Park,811.6069190273251
Apartment,2200000,1055,1,2,Business Bay,2085.308056872038
Apartment,510000,770,1,2,Dubai Sports City,662.3376623376623
Apartment,2600000,1137,1,2,Jumeirah,2286.7194371152154
Apartment,700000,659,1,2,Jumeirah Village Circle (JVC),1062.215477996965
Residence,1000000,600,2,2,Barsha Heights (Tecom),1666.6666666666667
Apartment,950000,1334,2,2,Dubai Silicon Oasis,712.143928035982
Apartment,850000,1110,2,3,Dubai Silicon Oasis,765.7657657657658
Apartment,1200000,970,2,2,Jumeirah Lake Towers (JLT),1237.1134020618556
Apartment,600000,1009,1,2,Jumeirah Village Circle (JVC),594.6481665014866
Apartment,3100000,2324,2,3,Dubai Marina,1333.907056798623
Apartment,7910000,3778,2,3,Palm Jumeirah,2093.7003705664374
Apartment,2000000,1036,1,2,Dubai Marina,1930.5019305019305
Apartment,2450000,1302,2,3,Dubai Marina,1881.720430107527
Apartment,6200000,2105,3,4,Downtown Dubai,2945.3681710213777
Apartment,4500000,1712,2,3,Downtown Dubai,2628.504672897196
Apartment,1975000,2931,3,4,Motor City,673.8314568406687
Apartment,3500000,3172,4,5,Dubai Marina,1103.404791929382
Apartment,865015,1310,2,2,Majan,660.3167938931298
Apartment,1630000,1559,2,3,Business Bay,1045.5420141116101
House,1400000,2000,3,4,DAMAC Hills 2 (Akoya by DAMAC),700.0
Apartment,2100000,670,1,1,Palm Jumeirah,3134.3283582089553
Apartment,4400000,1485,2,3,Downtown Dubai,2962.962962962963
Apartment,12500000,2944,3,4,Jumeirah Beach Residence (JBR),4245.923913043478
House,12500000,10636,5,6,Jumeirah Golf Estates,1175.2538548326438
Apartment,480000,372,0,1,Jumeirah Village Circle (JVC),1290.3225806451612
Apartment,2250000,1529,2,3,Downtown Dubai,1471.5500327011118
Apartment,1300000,591,1,1,Dubai Marina,2199.661590524535
Apartment,1699995,928,1,1,Dubai Marina,1831.8911637931035
Apartment,2150000,1181,2,2,Dubai Marina,1820.4911092294665
House,2300000,1937,3,3,Arabian Ranches 3,1187.4032008260197
Apartment,1100000,940,1,2,Culture Village,1170.212765957447
Apartment,4200000,1640,2,3,Downtown Dubai,2560.9756097560976
Apartment,2600000,1205,2,2,Dubai Marina,2157.6763485477177
Residence,890000,1157,2,2,Dubai South,769.2307692307693
Apartment,1050000,1608,2,2,Jumeirah Village Circle (JVC),652.9850746268656
Apartment,850000,908,2,2,Town Square,936.1233480176212
House,23000000,7047,5,6,Mohammed Bin Rashid City,3263.800198666099
Apartment,680000,764,1,2,Al Furjan,890.0523560209424
Apartment,650000,650,1,1,Town Square,1000.0
Residence,5200000,5621,4,5,Jumeirah Village Circle (JVC),925.1022949653087
Apartment,794999,656,1,2,Al Furjan,1211.8887195121952
Apartment,1800000,1680,2,3,Jumeirah Lake Towers (JLT),1071.4285714285713
Residence,1400000,2384,3,3,International City,587.248322147651
House,4499999,3234,4,4,Arabian Ranches 2,1391.465367965368
Apartment,6750000,3003,3,4,Culture Village,2247.752247752248
House,4199000,2550,3,2,The Lakes,1646.6666666666667
Residence,3600000,2580,3,3,DAMAC Hills,1395.3488372093022
Apartment,9500000,2236,3,4,Downtown Dubai,4248.658318425761
Apartment,850000,691,1,1,Mudon,1230.1013024602025
Apartment,435000,493,0,1,Discovery Gardens,882.3529411764706
Residence,5950000,3998,2,3,Palm Jumeirah,1488.2441220610306
Apartment,1500000,929,1,1,Dubai Marina,1614.6393972012918
Apartment,5000000,1919,3,4,Dubai Creek Harbour,2605.5237102657634
Apartment,1100000,996,2,3,Dubai South,1104.4176706827309
Apartment,2700000,1111,2,2,Dubai Hills Estate,2430.24302430243
Apartment,2400000,746,1,2,Dubai Marina,3217.1581769437
Apartment,1100000,318,0,1,Palm Jumeirah,3459.119496855346
Apartment,720000,407,0,1,Business Bay,1769.041769041769
Apartment,999000,708,1,1,Jumeirah Lake Towers (JLT),1411.0169491525423
Apartment,550000,824,1,2,Dubai Sports City,667.4757281553398
Apartment,800000,706,1,2,Al Jaddaf,1133.14447592068
Apartment,7500000,1602,2,3,Downtown Dubai,4681.647940074907
House,3299999,2967,2,3,Jumeirah Village Triangle (JVT),1112.2342433434446
Apartment,1300000,897,2,2,Town Square,1449.2753623188405
Apartment,1600000,958,1,2,Downtown Dubai,1670.1461377870564
Apartment,850000,708,1,2,Al Jaddaf,1200.5649717514125
Residence,1500000,1640,1,2,Jumeirah Village Triangle (JVT),914.6341463414634
Apartment,3100000,1948,3,4,Jumeirah Beach Residence (JBR),1591.375770020534
Apartment,1800000,1522,3,3,Town Square,1182.6544021024968
Apartment,420000,980,1,2,Dubai Sports City,428.57142857142856
Residence,1500000,442,1,1,Dubai Marina,3393.665158371041
Apartment,2950000,1408,2,3,Dubai Marina,2095.1704545454545
Apartment,2350000,837,1,2,Dubai Marina,2807.646356033453
Apartment,900000,544,0,1,Downtown Dubai,1654.4117647058824
Apartment,2400000,1826,2,3,Dubai Marina,1314.3483023001095
Apartment,749000,654,1,2,Dubai Production City (IMPZ),1145.2599388379206
Apartment,1750000,1332,2,3,Dubai Marina,1313.8138138138138
Apartment,1500000,939,1,2,Business Bay,1597.444089456869
Apartment,5000000,1709,2,3,Palm Jumeirah,2925.6875365710944
Apartment,8100000,1937,3,4,Downtown Dubai,4181.724315952504
Apartment,1200000,1000,2,3,Arjan,1200.0
House,3299999,5715,4,5,Jumeirah Village Circle (JVC),577.4276465441819
Apartment,590000,490,0,1,Meydan City,1204.0816326530612
Apartment,1200000,952,2,3,Jumeirah Lake Towers (JLT),1260.5042016806722
Apartment,1050000,952,2,2,Town Square,1102.9411764705883
Apartment,2550000,828,1,2,Dubai Marina,3079.710144927536
Apartment,5500000,1787,2,3,Palm Jumeirah,3077.7839955232234
Apartment,1750000,800,2,2,Sobha Hartland,2187.5
Residence,900000,1301,2,2,Dubai South,691.7755572636433
Apartment,2850000,2007,3,4,Dubai Marina,1420.0298953662182
Residence,4500000,2471,4,4,Dubai Hills Estate,1821.125050586807
Apartment,800000,757,1,2,Jumeirah Village Circle (JVC),1056.8031704095113
Apartment,2240000,1162,1,2,Business Bay,1927.710843373494
Apartment,1400000,1241,2,3,Jumeirah Lake Towers (JLT),1128.1224818694602
Apartment,3400000,1407,2,3,Za'abeel,2416.488983653163
Apartment,1175000,668,1,1,Dubai Hills Estate,1758.9820359281437
Apartment,610000,650,1,2,Jumeirah Village Circle (JVC),938.4615384615385
Apartment,850000,1113,2,2,Jumeirah Village Circle (JVC),763.7017070979335
Apartment,5800000,1954,2,3,Palm Jumeirah,2968.270214943705
Apartment,460000,464,0,1,Jumeirah Village Circle (JVC),991.3793103448276
Apartment,825000,733,1,2,Jumeirah Lake Towers (JLT),1125.5115961800818
Apartment,925000,1091,2,3,Town Square,847.846012832264
Apartment,1150000,922,1,2,Dubai Marina,1247.288503253796
Residence,3550000,2502,3,4,Wasl Gate,1418.864908073541
Apartment,1800000,1349,2,2,Dubai Marina,1334.321719792439
Apartment,850000,709,1,2,Jumeirah Village Circle (JVC),1198.8716502115656
House,8000000,5000,5,5,The Meadows,1600.0
House,6950000,3703,4,4,The Lakes,1876.8566027545235
Apartment,1400000,682,1,1,Dubai Creek Harbour,2052.785923753666
Apartment,780000,588,1,2,Arjan,1326.530612244898
Apartment,1300000,1313,2,3,Dubai South,990.0990099009902
Apartment,950000,767,1,1,The Greens,1238.5919165580183
Apartment,1250000,1212,1,2,Jumeirah Lake Towers (JLT),1031.3531353135313
Apartment,650000,820,1,2,Dubai Studio City,792.6829268292682
Residence,2350000,1991,3,4,Mudon,1180.3114013058764
Apartment,1199999,1211,2,3,Al Furjan,990.9157720891825
Apartment,652400,882,1,2,Jumeirah Village Circle (JVC),739.6825396825396
Apartment,650000,402,0,1,Business Bay,1616.915422885572
Apartment,5000000,1439,2,2,Palm Jumeirah,3474.6351633078525
Apartment,1300000,878,1,2,Downtown Dubai,1480.637813211845
Apartment,1500000,756,1,2,Sobha Hartland,1984.126984126984
Apartment,4300000,1143,1,2,Palm Jumeirah,3762.029746281715
House,1200000,1830,3,5,DAMAC Hills 2 (Akoya by DAMAC),655.7377049180328
Residence,599999,2142,0,0,DAMAC Hills 2 (Akoya by DAMAC),280.11157796451914
House,2300000,2006,2,3,The Springs,1146.5603190428715
Apartment,2350000,1265,2,2,Downtown Dubai,1857.707509881423
House,4800000,8898,3,3,Jumeirah Park,539.4470667565745
House,4700000,3032,3,3,The Springs,1550.131926121372
Apartment,780000,754,1,1,Jumeirah Village Circle (JVC),1034.4827586206898
Apartment,3000000,1448,2,3,Sobha Hartland,2071.8232044198894
Apartment,4300000,2215,3,4,Dubai Marina,1941.3092550790068
Apartment,1120000,942,2,3,Dubai South,1188.95966029724
Apartment,1000000,782,1,1,Business Bay,1278.772378516624
Apartment,14999995,2555,4,5,Jumeirah Beach Residence (JBR),5870.839530332681
House,9000000,5000,4,5,The Meadows,1800.0
Apartment,1200000,1211,2,3,Al Furjan,990.9165978530141
Apartment,700000,750,1,2,Jumeirah Village Circle (JVC),933.3333333333334
House,3175000,7238,2,3,Jumeirah Village Triangle (JVT),438.6570875932578
Apartment,4200000,1527,2,3,Downtown Dubai,2750.49115913556
Apartment,5950000,1967,2,3,Palm Jumeirah,3024.91103202847
Apartment,1500000,905,2,2,Business Bay,1657.4585635359117
Apartment,800000,731,1,2,Jumeirah Lake Towers (JLT),1094.391244870041
Apartment,850000,1572,2,3,Dubai Sports City,540.7124681933842
Apartment,1220000,643,1,1,Dubai Hills Estate,1897.3561430793156
Apartment,2950000,1882,3,2,Jumeirah Beach Residence (JBR),1567.481402763018
Apartment,730000,1179,2,3,Dubai Sports City,619.1687871077185
Apartment,2500000,1302,1,2,Business Bay,1920.1228878648233
Apartment,1250000,1226,2,2,Al Furjan,1019.5758564437194
Apartment,2000000,1120,1,2,DIFC,1785.7142857142858
Apartment,1950000,1658,2,4,Jumeirah Lake Towers (JLT),1176.1158021712906
Apartment,3300000,1299,1,2,Palm Jumeirah,2540.415704387991
Apartment,749000,654,1,2,Dubai Production City (IMPZ),1145.2599388379206
Apartment,1750000,1332,2,3,Dubai Marina,1313.8138138138138
Apartment,1500000,939,1,2,Business Bay,1597.444089456869
Apartment,5000000,1709,2,3,Palm Jumeirah,2925.6875365710944
Apartment,8100000,1937,3,4,Downtown Dubai,4181.724315952504
Apartment,1200000,1000,2,3,Arjan,1200.0
House,3299999,5715,4,5,Jumeirah Village Circle (JVC),577.4276465441819
Apartment,590000,490,0,1,Meydan City,1204.0816326530612
Apartment,1200000,952,2,3,Jumeirah Lake Towers (JLT),1260.5042016806722
Apartment,1050000,952,2,2,Town Square,1102.9411764705883
Apartment,2550000,828,1,2,Dubai Marina,3079.710144927536
Apartment,5500000,1787,2,3,Palm Jumeirah,3077.7839955232234
Apartment,1750000,800,2,2,Sobha Hartland,2187.5
Residence,900000,1301,2,2,Dubai South,691.7755572636433
Apartment,2850000,2007,3,4,Dubai Marina,1420.0298953662182
Residence,4500000,2471,4,4,Dubai Hills Estate,1821.125050586807
Apartment,1300000,802,1,2,Dubai Marina,1620.9476309226932
Apartment,1300000,1556,2,3,Motor City,835.4755784061697
Apartment,3700000,1512,2,3,Business Bay,2447.089947089947
Residence,4499850,3808,4,5,Mudon,1181.6832983193278
Apartment,5000000,1542,2,3,Downtown Dubai,3242.54215304799
House,1050000,1300,3,3,DAMAC Hills 2 (Akoya by DAMAC),807.6923076923077
Apartment,1900000,523,0,1,Palm Jumeirah,3632.887189292543
Apartment,8999999,2961,3,5,Culture Village,3039.513340087808
Apartment,1300000,648,1,1,Dubai Hills Estate,2006.1728395061727
Apartment,980000,992,2,3,Dubai South,987.9032258064516
Apartment,675000,947,1,2,Dubai Residence Complex,712.7771911298838
Apartment,2650000,1359,2,2,Dubai Hills Estate,1949.9632082413539
Apartment,2800000,1302,2,3,Dubai Marina,2150.537634408602
Apartment,400000,484,0,1,Discovery Gardens,826.4462809917355
Apartment,11000000,2242,3,3,Downtown Dubai,4906.333630686887
Apartment,1298000,908,2,2,Business Bay,1429.5154185022027
Apartment,1450000,1310,2,2,Jumeirah Lake Towers (JLT),1106.8702290076335
Apartment,2900000,1272,2,2,Dubai Creek Harbour,2279.874213836478
Apartment,3100000,1636,2,4,Jumeirah Beach Residence (JBR),1894.8655256723716
House,13000000,6000,6,6,Al Wasl,2166.6666666666665
Apartment,2750000,1486,3,3,Sobha Hartland,1850.6056527590847
Apartment,1400000,1607,3,4,Jumeirah Village Circle (JVC),871.1885500933416
Apartment,1080000,739,1,1,The Greens,1461.4343707713126
Apartment,1950000,1657,2,4,Jumeirah Lake Towers (JLT),1176.825588412794
Apartment,1100000,928,1,2,Jumeirah Village Circle (JVC),1185.344827586207
House,28000000,11800,6,6,Al Safa,2372.8813559322034
Apartment,1150000,769,1,2,Meydan City,1495.4486345903772
Apartment,3885000,1778,2,3,Palm Jumeirah,2185.0393700787404
Apartment,4950000,2328,3,4,Palm Jumeirah,2126.2886597938145
Residence,2650000,2005,3,4,Serena,1321.6957605985037
Apartment,4300000,1143,1,2,Palm Jumeirah,3762.029746281715
House,1200000,1830,3,5,DAMAC Hills 2 (Akoya by DAMAC),655.7377049180328
Residence,599999,2142,0,0,DAMAC Hills 2 (Akoya by DAMAC),280.11157796451914
House,2300000,2006,2,3,The Springs,1146.5603190428715
Apartment,2350000,1265,2,2,Downtown Dubai,1857.707509881423
House,4800000,8898,3,3,Jumeirah Park,539.4470667565745
House,4700000,3032,3,3,The Springs,1550.131926121372
Apartment,780000,754,1,1,Jumeirah Village Circle (JVC),1034.4827586206898
Apartment,3000000,1448,2,3,Sobha Hartland,2071.8232044198894
Apartment,4300000,2215,3,4,Dubai Marina,1941.3092550790068
Apartment,1120000,942,2,3,Dubai South,1188.95966029724
Apartment,1000000,782,1,1,Business Bay,1278.772378516624
Apartment,14999995,2555,4,5,Jumeirah Beach Residence (JBR),5870.839530332681
House,9000000,5000,4,5,The Meadows,1800.0
Apartment,1200000,1211,2,3,Al Furjan,990.9165978530141
Apartment,700000,750,1,2,Jumeirah Village Circle (JVC),933.3333333333334
Apartment,4200000,1527,2,3,Downtown Dubai,2750.49115913556
Apartment,5950000,1967,2,3,Palm Jumeirah,3024.91103202847
Apartment,1500000,905,2,2,Business Bay,1657.4585635359117
Apartment,800000,731,1,2,Jumeirah Lake Towers (JLT),1094.391244870041
Apartment,850000,1572,2,3,Dubai Sports City,540.7124681933842
Apartment,1220000,643,1,1,Dubai Hills Estate,1897.3561430793156
Apartment,10600000,2507,3,4,Downtown Dubai,4228.161148783406
Apartment,483000,333,0,1,DAMAC Hills,1450.4504504504505
Apartment,575000,380,0,1,Dubai South,1513.157894736842
Apartment,1325000,936,1,1,Downtown Dubai,1415.5982905982905
Apartment,860000,742,1,2,Jumeirah Village Circle (JVC),1159.0296495956873
Residence,4400000,2800,4,4,Arabian Ranches,1571.4285714285713
Apartment,3800000,927,1,1,Downtown Dubai,4099.244875943905
Residence,1600000,2449,5,4,DAMAC Hills 2 (Akoya by DAMAC),653.3278889342589
Apartment,3741920,2673,3,4,Jumeirah Beach Residence (JBR),1399.8952487841377
Residence,1750000,1881,3,4,DAMAC Hills 2 (Akoya by DAMAC),930.3561935140882
Apartment,2500000,1445,2,3,Downtown Dubai,1730.1038062283737
Apartment,1400000,1735,3,3,Dubai Marina,806.9164265129683
House,35000000,6592,4,4,Palm Jumeirah,5309.466019417476
Residence,1300000,1820,2,2,Dubai South,714.2857142857143
Apartment,375000,453,0,1,Dubai Sports City,827.8145695364238
Apartment,1199999,728,1,2,Al Jaddaf,1648.3502747252746
Apartment,1100000,1117,2,2,Jumeirah Village Circle (JVC),984.7806624888093
Apartment,675000,1023,1,2,Dubai Sports City,659.8240469208212
Apartment,3200000,1274,2,3,Business Bay,2511.773940345369
Apartment,1280000,865,1,2,Sobha Hartland,1479.7687861271677
Apartment,500000,358,0,1,Barsha Heights (Tecom),1396.6480446927374
Apartment,2600000,1359,2,2,Business Bay,1913.1714495952906
Apartment,3500000,2197,3,4,Business Bay,1593.0814747382794
Apartment,4200000,2402,3,4,Dubai Marina,1748.5428809325563
Apartment,1049999,993,2,3,Dubai South,1057.4008056394764
Apartment,1300000,929,1,2,Business Bay,1399.3541442411195
Apartment,1650000,1270,2,2,Business Bay,1299.2125984251968
Apartment,2200000,1185,2,3,Dubai Marina,1856.5400843881857
Apartment,2450000,1107,2,3,Dubai Creek Harbour,2213.1887985546523
Apartment,560000,465,0,1,Dubai Science Park,1204.3010752688172
House,2100000,1835,2,2,Arabian Ranches,1144.4141689373298
House,27000000,6721,5,6,Palm Jumeirah,4017.2593364082727
Apartment,4000000,2016,2,3,Culture Village,1984.126984126984
Apartment,950000,487,1,1,Sobha Hartland,1950.7186858316222
Apartment,950000,431,0,1,Business Bay,2204.1763341067285
Residence,1899999,2317,4,4,Dubai South,820.0254639620199
Apartment,520000,490,0,1,DAMAC Hills,1061.2244897959183
Apartment,7499997,1794,2,3,Downtown Dubai,4180.6003344481605
Apartment,550000,1035,1,2,Dubai Sports City,531.4009661835748
Apartment,2400000,1480,2,3,Dubai Marina,1621.6216216216217
Apartment,11000000,1608,2,3,Bluewaters Island,6840.796019900497
Apartment,1400000,1147,2,3,Business Bay,1220.5754141238012
Apartment,1550000,929,1,2,Jumeirah Beach Residence (JBR),1668.4607104413349
Apartment,520000,478,1,1,Remraam,1087.8661087866108
Apartment,1270000,1519,2,3,Al Quoz,836.0763660302831
Apartment,5950000,3068,3,4,Dubai Marina,1939.374185136897
Apartment,2000000,1108,2,2,Dubai Creek Harbour,1805.0541516245487
Apartment,1950000,1148,2,2,Dubai Creek Harbour,1698.6062717770035
Apartment,1100000,720,0,1,Jumeirah Beach Residence (JBR),1527.7777777777778
Apartment,820000,889,1,2,Jumeirah Village Circle (JVC),922.384701912261
House,1800000,2585,4,4,Dubai South,696.3249516441006
Apartment,1800000,1142,2,2,Downtown Dubai,1576.182136602452
House,5800000,5900,5,5,Green Community,983.0508474576271
Apartment,1300000,1316,3,3,Dubai Marina,987.8419452887538
Apartment,1100000,668,1,2,Business Bay,1646.7065868263473
House,1750000,1882,3,4,DAMAC Hills 2 (Akoya by DAMAC),929.8618490967057
Apartment,2999000,905,1,2,Downtown Dubai,3313.8121546961324
House,1690000,2462,3,4,DAMAC Hills 2 (Akoya by DAMAC),686.4337936636881
Apartment,475000,865,1,2,Dubai Sports City,549.1329479768787
Apartment,1400000,886,1,2,Downtown Dubai,1580.135440180587
Apartment,470000,773,1,2,Dubai Silicon Oasis,608.0206985769728
House,2400000,3553,3,4,Reem,675.4855052068674
Apartment,4500000,1844,3,2,Jumeirah Beach Residence (JBR),2440.347071583514
Apartment,4300000,1664,2,3,Dubai Marina,2584.1346153846152
Apartment,925000,410,1,1,Business Bay,2256.0975609756097
Apartment,2000000,1534,2,3,Meydan City,1303.7809647979138
Apartment,700000,876,1,2,Jumeirah Village Triangle (JVT),799.0867579908676
Residence,700000,496,0,1,DAMAC Hills,1411.2903225806451
Apartment,1599000,1089,2,2,Al Jaddaf,1468.3195592286502
Apartment,1150000,469,1,1,Business Bay,2452.0255863539446
Apartment,1220000,643,1,1,Dubai Hills Estate,1897.3561430793156
Apartment,900000,878,2,2,Town Square,1025.0569476082005
Residence,1225000,520,0,1,Business Bay,2355.769230769231
Apartment,2900000,1525,1,2,Dubai Marina,1901.639344262295
Apartment,1300000,1105,2,3,Jumeirah Village Circle (JVC),1176.4705882352941
Apartment,1500000,807,2,2,Sobha Hartland,1858.736059479554
Apartment,1500000,484,0,1,Business Bay,3099.1735537190084
Apartment,400000,499,0,1,Dubai Production City (IMPZ),801.6032064128257
House,5500000,6458,5,6,Al Furjan,851.6568597088882
House,6400000,7645,4,5,Jumeirah Park,837.1484630477436
Apartment,2250000,1144,1,2,Palm Jumeirah,1966.7832167832169
Apartment,2650000,1155,2,2,Downtown Dubai,2294.372294372294
Apartment,1470000,1214,1,2,Business Bay,1210.8731466227348
House,6000000,13651,6,8,Jebel Ali,439.52823968940004
Apartment,1600000,609,1,2,Dubai Marina,2627.2577996715927
Apartment,1825000,1132,2,3,Sobha Hartland,1612.190812720848
Apartment,5500000,3170,3,4,Downtown Dubai,1735.0157728706624
Apartment,750000,514,0,1,Jumeirah Village Circle (JVC),1459.1439688715952
Apartment,1200000,995,2,2,Town Square,1206.0301507537688
Apartment,860000,769,1,2,Jumeirah Village Circle (JVC),1118.3355006501952
Residence,930000,1208,3,3,DAMAC Hills 2 (Akoya by DAMAC),769.8675496688742
Apartment,1000000,828,1,2,Al Sufouh,1207.729468599034
Apartment,2600000,945,1,1,Dubai Marina,2751.322751322751
Apartment,2690000,1533,2,3,Downtown Dubai,1754.7292889758644
Apartment,3000000,1242,2,2,Business Bay,2415.458937198068
House,16500000,7371,5,7,Meydan City,2238.5022385022385
Apartment,1600000,772,1,1,Downtown Dubai,2072.538860103627
Apartment,1300000,1012,1,2,Jumeirah Lake Towers (JLT),1284.5849802371542
Apartment,800000,503,0,1,Business Bay,1590.4572564612326
Apartment,2200000,743,1,2,Dubai Marina,2960.969044414536
Apartment,450000,443,0,1,Jumeirah Village Circle (JVC),1015.8013544018058
Apartment,1250000,708,1,2,Dubai Marina,1765.5367231638418
Apartment,2600000,1262,2,2,Dubai Marina,2060.2218700475437
Apartment,2500000,1734,2,2,Palm Jumeirah,1441.753171856978
Apartment,2910000,1616,2,3,Bur Dubai,1800.7425742574258
Apartment,1800000,1270,2,2,Business Bay,1417.3228346456692
Apartment,400000,728,1,2,International City,549.4505494505495
Apartment,3400000,1698,2,4,Al Wasl,2002.3557126030623
House,2149995,1690,2,2,The Springs,1272.1863905325445
Apartment,1250000,762,1,1,The Greens,1640.4199475065616
Apartment,6550000,3009,4,6,Business Bay,2176.8029245596545
House,69999999,6789,5,5,Palm Jumeirah,10310.796730004418
House,1200000,1436,2,3,DAMAC Hills 2 (Akoya by DAMAC),835.6545961002786
House,1250000,1436,2,3,DAMAC Hills 2 (Akoya by DAMAC),870.4735376044569
Apartment,490000,836,1,2,Dubai Sports City,586.1244019138755
Apartment,420000,348,0,1,Jumeirah Village Circle (JVC),1206.896551724138
Apartment,2000000,1751,2,3,Business Bay,1142.204454597373
Apartment,4950000,1950,3,5,Dubai Marina,2538.4615384615386
Apartment,2800000,1920,3,4,Jumeirah Beach Residence (JBR),1458.3333333333333
Apartment,1000000,616,1,2,Business Bay,1623.3766233766235
Apartment,7000000,1167,2,3,Jumeirah Beach Residence (JBR),5998.2862039417305
Apartment,725000,837,1,2,Dubai Sports City,866.1887694145759
Apartment,1800000,1656,2,3,Jumeirah Village Triangle (JVT),1086.9565217391305
Apartment,1500000,1105,1,2,Jumeirah Beach Residence (JBR),1357.4660633484164
Apartment,2650000,1421,2,3,Dubai Marina,1864.883884588318
Apartment,1400000,716,1,1,Dubai Creek Harbour,1955.3072625698323
Apartment,500000,623,0,1,Motor City,802.5682182985554
Apartment,390000,495,0,1,Arjan,787.8787878787879
Apartment,1450000,1187,2,2,Dubai Marina,1221.5669755686604
Residence,1300000,324,0,1,Jumeirah Village Circle (JVC),4012.3456790123455
Residence,2370000,1055,1,2,Business Bay,2246.445497630332
Apartment,580000,743,1,1,Town Square,780.6191117092867
House,1250000,1436,2,3,DAMAC Hills 2 (Akoya by DAMAC),870.4735376044569
Apartment,490000,836,1,2,Dubai Sports City,586.1244019138755
Apartment,420000,348,0,1,Jumeirah Village Circle (JVC),1206.896551724138
Apartment,2000000,1751,2,3,Business Bay,1142.204454597373
Apartment,4950000,1950,3,5,Dubai Marina,2538.4615384615386
Apartment,2800000,1920,3,4,Jumeirah Beach Residence (JBR),1458.3333333333333
Apartment,1000000,616,1,2,Business Bay,1623.3766233766235
Apartment,7000000,1167,2,3,Jumeirah Beach Residence (JBR),5998.2862039417305
Apartment,725000,837,1,2,Dubai Sports City,866.1887694145759
Apartment,1800000,1656,2,3,Jumeirah Village Triangle (JVT),1086.9565217391305
Apartment,1500000,1105,1,2,Jumeirah Beach Residence (JBR),1357.4660633484164
