productType,price,sqft,rooms,bathrooms,location,pricePerSqft
Apartment,600000,666,1,2,Jumeirah Village Circle (JVC),900.9009009009009
Residence,1750000,1527,2,3,Jumeirah Village Circle (JVC),1146.03798297315
Apartment,549999,381,0,1,Jumeirah Village Circle (JVC),1443.5669291338584
House,2450000,1969,3,3,Arabian Ranches 2,1244.2864398171662
Apartment,1800000,748,1,2,Mohammed Bin Rashid City,2406.4171122994653
Residence,3900000,2742,3,4,The Springs,1422.3194748358862
Apartment,550000,645,1,2,Arjan,852.7131782945736
Apartment,1225000,1499,1,2,Business Bay,817.2114743162108
House,6600000,4309,4,5,Arabian Ranches 2,1531.677883499652
Residence,4399999,2161,3,4,Dubai Creek Harbour,2036.0939379916706
Apartment,4799999,1763,3,2,Za'abeel,2722.631310266591
Apartment,650000,653,0,1,Barsha Heights (Tecom),995.405819295559
Apartment,875000,863,1,2,Jumeirah Village Circle (JVC),1013.9049826187718
Apartment,749995,904,1,2,Jumeirah Village Circle (JVC),829.6404867256637
Apartment,2200000,1212,2,2,Dubai Creek Harbour,1815.1815181518152
Apartment,910000,1501,2,3,Remraam,606.2624916722185
Apartment,760000,655,1,1,Jumeirah Village Circle (JVC),1160.3053435114505
Apartment,900000,426,0,1,Business Bay,2112.676056338028
Apartment,3930000,1687,2,4,Al Wasl,2329.5791345583875
House,3800000,4306,4,5,Dubailand,882.4895494658616
Apartment,710000,880,1,2,Jumeirah Village Circle (JVC),806.8181818181819
Apartment,435000,375,0,1,Al Furjan,1160.0
House,5700000,4899,4,5,Al Furjan,1163.5027556644213
House,6999999,4000,4,2,The Meadows,1749.99975
Apartment,4000000,1340,2,3,Jumeirah,2985.0746268656717
Apartment,750000,400,0,1,Business Bay,1875.0
Apartment,5150000,2102,3,4,Downtown Dubai,2450.047573739296
Apartment,759000,725,1,2,Jumeirah Village Circle (JVC),1046.896551724138
House,4600000,3639,4,4,Arabian Ranches 2,1264.0835394339103
Apartment,1850000,918,1,1,Business Bay,2015.2505446623093
Apartment,890000,1049,2,3,Arjan,848.4270734032411
Apartment,1100000,1498,2,3,Remraam,734.3124165554073
Apartment,2800000,1108,2,3,Dubai Creek Harbour,2527.075812274368
Residence,4450000,2347,4,4,Meydan City,1896.037494674052
Apartment,2765000,1302,2,2,Dubai Hills Estate,2123.6559139784945
Apartment,3999888,1546,2,3,Downtown Dubai,2587.249676584735
House,2875000,2502,3,3,Arabian Ranches,1149.0807354116707
Apartment,2100000,1274,1,2,DIFC,1648.3516483516485
Apartment,1900000,846,1,2,Downtown Dubai,2245.8628841607565
Apartment,850000,876,1,2,Jumeirah Village Circle (JVC),970.3196347031964
Apartment,6500000,1868,2,2,Downtown Dubai,3479.6573875802997
Residence,5600000,2820,4,5,Jumeirah Golf Estates,1985.8156028368794
Residence,2450000,2992,2,2,Jumeirah Village Triangle (JVT),818.8502673796792
Residence,2500000,1647,2,3,The Springs,1517.9113539769278
Apartment,1150000,842,1,2,Jumeirah Village Circle (JVC),1365.7957244655581
Apartment,4250000,1716,2,3,Downtown Dubai,2476.689976689977
House,7600000,3805,5,5,The Meadows,1997.3718791064389
House,6200000,4782,5,7,DAMAC Hills,1296.5286491007946
House,7000000,5700,5,5,The Villa,1228.0701754385964
Apartment,1150000,803,1,1,The Views,1432.1295143212951
Apartment,2350000,1626,2,3,Dubai Marina,1445.2644526445265
Apartment,350000,469,0,1,Jumeirah Village Circle (JVC),746.2686567164179
Apartment,2950000,1199,2,2,Dubai Hills Estate,2460.3836530442036
House,3199000,2502,3,3,Arabian Ranches,1278.5771382893686
House,14995000,3805,5,6,The Meadows,3940.867279894875
Apartment,510000,467,0,1,Jumeirah Village Circle (JVC),1092.0770877944326
House,3600000,2266,3,3,Dubai Hills Estate,1588.702559576346
Apartment,2799999,1254,2,3,Dubai Marina,2232.854066985646
Apartment,6300000,1750,2,2,Downtown Dubai,3600.0
House,15500000,5443,5,6,The Lakes,2847.694286239206
Apartment,610000,408,0,1,DAMAC Hills,1495.0980392156862
Apartment,2800000,1167,2,3,Za'abeel,2399.3144815766923
Apartment,649000,653,0,1,Barsha Heights (Tecom),993.8744257274119
Apartment,1550000,881,1,2,Downtown Dubai,1759.3643586833143
Apartment,8500000,2480,2,3,Dubai Marina,3427.4193548387098
Apartment,1000000,438,0,1,Business Bay,2283.10502283105
House,2550000,1690,2,3,The Springs,1508.8757396449705
Apartment,4050000,1433,2,3,Downtown Dubai,2826.238660153524
House,2300000,1690,2,3,The Springs,1360.9467455621302
Apartment,830000,1172,2,3,Dubai South,708.1911262798635
Residence,1999999,2817,3,4,Reem,709.9747958821441
Residence,3500000,2643,4,5,Arabian Ranches 3,1324.2527430949679
Apartment,460000,407,0,1,DAMAC Hills,1130.2211302211301
Apartment,1875000,962,1,2,Dubai Marina,1949.064449064449
Apartment,1278000,901,1,2,Business Bay,1418.4239733629302
Apartment,3750000,1207,2,3,Jumeirah,3106.876553438277
House,2300000,1940,3,4,Arabian Ranches 3,1185.5670103092784
Apartment,11500000,2129,3,3,Bluewaters Island,5401.596993893847
Apartment,1500000,1390,2,2,Downtown Dubai,1079.136690647482
Apartment,1800000,1258,2,3,Dubai Marina,1430.8426073131955
Apartment,8000000,1636,2,4,Bluewaters Island,4889.97555012225
Apartment,479999,375,0,1,Jumeirah Village Circle (JVC),1279.9973333333332
Apartment,750000,426,0,1,Business Bay,1760.5633802816901
Apartment,2600000,1431,2,3,Downtown Dubai,1816.911250873515
Apartment,5800000,3182,4,6,Downtown Dubai,1822.7529855436833
Apartment,1674950,1417,2,2,The Greens,1182.0395201129147
Apartment,850000,1400,2,2,Dubai Production City (IMPZ),607.1428571428571
Apartment,1800000,924,1,2,Bur Dubai,1948.051948051948
Apartment,1750000,829,1,2,Downtown Dubai,2110.977080820265
House,2999999,3893,3,3,Arabian Ranches,770.6136655535577
Apartment,3199990,1072,1,2,Downtown Dubai,2985.0652985074626
Apartment,3800000,1406,2,3,Dubai Marina,2702.7027027027025
Apartment,550000,408,0,1,Jumeirah Lake Towers (JLT),1348.0392156862745
Apartment,600000,666,1,2,Jumeirah Village Circle (JVC),900.9009009009009
Residence,1750000,1527,2,3,Jumeirah Village Circle (JVC),1146.03798297315
Apartment,549999,381,0,1,Jumeirah Village Circle (JVC),1443.5669291338584
House,2450000,1969,3,3,Arabian Ranches 2,1244.2864398171662
Apartment,1800000,748,1,2,Mohammed Bin Rashid City,2406.4171122994653
Residence,3900000,2742,3,4,The Springs,1422.3194748358862
Apartment,550000,645,1,2,Arjan,852.7131782945736
Apartment,1225000,1499,1,2,Business Bay,817.2114743162108
House,6600000,4309,4,5,Arabian Ranches 2,1531.677883499652
Residence,4399999,2161,3,4,Dubai Creek Harbour,2036.0939379916706
Apartment,400000,811,1,2,City of Arabia,493.2182490752158
Apartment,1950000,1108,1,2,DIFC,1759.927797833935
Residence,1850000,1957,3,4,Dubailand,945.3244762391415
House,10000000,3850,5,4,The Lakes,2597.4025974025976
Apartment,399000,463,0,1,Dubai Silicon Oasis,861.7710583153348
Apartment,2350000,712,1,2,Palm Jumeirah,3300.561797752809
Apartment,1800000,2000,3,4,Jumeirah Village Circle (JVC),900.0
Apartment,4200000,1452,2,3,Dubai Marina,2892.561983471074
House,2599000,2325,3,4,Reem,1117.8494623655913
House,3625000,2724,3,2,Arabian Ranches,1330.763582966226
Apartment,1390000,998,1,2,DIFC,1392.7855711422847
Apartment,799999,854,2,2,Arjan,936.7669789227166
Apartment,1299000,705,1,2,Al Jaddaf,1842.5531914893618
Apartment,1090000,1206,2,2,Jumeirah Village Circle (JVC),903.8142620232172
Apartment,1550000,1329,2,2,Dubai Marina,1166.2904439428141
Apartment,1420000,914,2,2,Business Bay,1553.6105032822757
Apartment,850000,840,1,2,Jumeirah Lake Towers (JLT),1011.9047619047619
Apartment,1215653,589,1,1,Sobha Hartland,2063.9269949066215
Apartment,910000,473,1,1,Business Bay,1923.8900634249471
House,2250000,2264,3,2,Dubailand,993.8162544169611
House,5175000,4762,4,4,The Villa,1086.7282654346914
Apartment,470000,467,0,1,Jumeirah Village Circle (JVC),1006.423982869379
Apartment,1700000,1451,3,4,Town Square,1171.6057891109579
Apartment,2390000,1121,1,2,Business Bay,2132.0249776984833
House,3975000,2258,3,3,The Springs,1760.4074402125775
House,3300000,3052,4,5,Jumeirah Village Circle (JVC),1081.2581913499346
Apartment,925000,1598,2,2,Remraam,578.8485607008761
Apartment,550000,397,0,1,Jumeirah Village Circle (JVC),1385.3904282115868
House,5750000,3324,3,3,Arabian Ranches,1729.8435619735258
Apartment,1450000,653,1,1,Business Bay,2220.52067381317
Apartment,490000,477,0,1,Jumeirah Village Circle (JVC),1027.2536687631027
Apartment,1500000,793,1,2,Downtown Dubai,1891.5510718789408
Apartment,630000,650,1,2,Jumeirah Village Circle (JVC),969.2307692307693
Apartment,3200000,1681,3,4,Dubai Creek Harbour,1903.6287923854848
Apartment,975000,487,1,1,Sobha Hartland,2002.053388090349
Apartment,950000,729,1,2,Business Bay,1303.1550068587105
Apartment,3200000,2860,3,4,Dubai Marina,1118.881118881119
Residence,2499999,2183,3,5,Jumeirah Village Circle (JVC),1145.2125515345854
Apartment,610000,422,0,1,Jumeirah Village Circle (JVC),1445.4976303317535
House,6300000,6210,5,6,Green Community,1014.4927536231884
Apartment,1400000,752,1,1,Dubai Creek Harbour,1861.7021276595744
House,3275000,2650,3,4,Dubailand,1235.8490566037735
Apartment,1350000,649,0,1,Business Bay,2080.1232665639445
House,3600000,3455,3,3,Arabian Ranches,1041.9681620839362
House,5500000,6641,6,7,Al Furjan,828.188525824424
Apartment,1900000,2480,3,4,Motor City,766.1290322580645
Apartment,712500,950,2,2,Jumeirah Village Circle (JVC),750.0
Apartment,550000,350,0,1,Jebel Ali,1571.4285714285713
Apartment,2150000,1908,3,3,Jumeirah Beach Residence (JBR),1126.8343815513626
Apartment,1750000,1065,1,2,Dubai Marina,1643.1924882629107
Apartment,1999999,1139,2,2,Dubai Creek Harbour,1755.9253731343283
Apartment,850000,759,1,1,Arjan,1119.8945981554677
Apartment,1400000,1451,3,3,Town Square,964.8518263266712
Apartment,3499000,1383,2,3,Dubai Marina,2530.00723065799
Apartment,800000,499,0,1,DAMAC Hills,1603.2064128256513
Apartment,2500000,1116,2,2,Dubai Hills Estate,2240.1433691756274
Apartment,3150000,1447,3,4,Dubai Creek Harbour,2176.917760884589
Apartment,5200000,2175,3,4,Palm Jumeirah,2390.8045977011493
House,19000000,10956,6,6,DAMAC Hills,1734.2095655348667
Apartment,3700000,1217,2,3,Jumeirah,3040.2629416598193
Apartment,2550000,794,1,1,Jumeirah,3211.586901763224
House,3250000,3123,3,4,Mudon,1040.6660262568043
Apartment,1750000,871,1,2,Dubai Hills Estate,2009.1848450057405
Apartment,600000,834,1,2,Dubai Silicon Oasis,719.4244604316547
Apartment,1550000,648,1,1,Business Bay,2391.9753086419755
Apartment,3000000,2273,2,3,Business Bay,1319.8416190057194
Apartment,750000,709,1,1,Jumeirah Village Circle (JVC),1057.8279266572638
Apartment,2000000,2045,2,4,Jumeirah Lake Towers (JLT),977.9951100244499
Apartment,599000,665,1,1,Dubai South,900.7518796992481
Apartment,900000,470,1,1,Business Bay,1914.8936170212767
Apartment,6000000,1864,2,4,Business Bay,3218.8841201716737
House,9500000,4687,5,5,Jumeirah Park,2026.8828675058674
Apartment,2400000,2772,3,3,Dubai Marina,865.8008658008658
House,9800000,6458,5,7,Falcon City of Wonders,1517.4976772994735
Apartment,1850000,1114,2,2,Dubai Creek Harbour,1660.6822262118492
Residence,3300000,2844,3,4,Arabian Ranches,1160.337552742616
Apartment,2000000,973,1,2,Downtown Dubai,2055.498458376156
Apartment,1400000,695,1,1,Dubai Marina,2014.388489208633
Apartment,670000,881,1,2,Al Furjan,760.4994324631101
Apartment,790000,787,1,2,Arjan,1003.8119440914867
Apartment,9300000,1854,2,3,Bluewaters Island,5016.181229773463
House,6300000,5600,5,5,The Villa,1125.0
Apartment,2700000,1401,2,2,Downtown Dubai,1927.1948608137045
House,27000000,7544,7,6,The Lakes,3579.003181336161
House,4200000,2690,2,2,Jumeirah Village Triangle (JVT),1561.3382899628252
Apartment,1950000,1722,2,4,Jumeirah Lake Towers (JLT),1132.404181184669
Apartment,475000,677,0,1,Arjan,701.6248153618907
Residence,45000000,15000,7,7,Emirates Hills,3000.0
House,4950000,3705,4,4,DAMAC Hills,1336.0323886639676
Apartment,1770000,1456,2,3,Dubai Marina,1215.6593406593406
Apartment,414999,429,0,1,Arjan,967.3636363636364
Apartment,500000,674,1,1,Remraam,741.839762611276
Apartment,7200000,2096,3,4,Dubai Harbour,3435.114503816794
Apartment,1600000,909,1,1,Dubai Marina,1760.1760176017601
Apartment,2950000,1183,2,2,Dubai Marina,2493.660185967878
Apartment,405000,490,0,1,Dubai Silicon Oasis,826.530612244898
Apartment,999000,941,1,1,The Views,1061.6365568544102
House,5499950,3153,3,4,The Lakes,1744.3545829368854
Apartment,1700000,934,1,2,Dubai Marina,1820.1284796573875
Apartment,630000,653,0,1,Barsha Heights (Tecom),964.7779479326186
House,5100000,2850,5,4,Dubai Hills Estate,1789.4736842105262
Apartment,3100000,1645,3,3,Business Bay,1884.498480243161
Apartment,831000,438,0,1,Dubai Maritime City,1897.2602739726028
House,2050000,1984,3,2,Dubailand,1033.266129032258
Apartment,3950000,1143,2,2,Dubai Harbour,3455.8180227471566
Apartment,725000,424,1,1,DAMAC Hills,1709.9056603773586
Apartment,1000000,487,1,1,Sobha Hartland,2053.388090349076
Apartment,399000,580,0,1,Jumeirah Village Circle (JVC),687.9310344827586
Apartment,1470000,725,1,1,Dubai Marina,2027.5862068965516
Apartment,375000,415,0,1,Jumeirah Village Circle (JVC),903.6144578313254
Apartment,3300000,1383,2,3,Za'abeel,2386.117136659436
Apartment,1650000,695,1,2,Dubai Marina,2374.1007194244603
Apartment,5200000,1566,3,4,Za'abeel,3320.5619412515966
Apartment,530000,638,1,2,Dubai South,830.7210031347962
Apartment,560000,599,1,2,Jumeirah Village Circle (JVC),934.8914858096828
Apartment,3570000,1532,2,2,Business Bay,2330.2872062663187
Apartment,449000,381,0,1,Al Furjan,1178.4776902887138
Apartment,599000,452,1,2,DAMAC Hills,1325.2212389380531
Apartment,2500000,747,1,1,Downtown Dubai,3346.720214190094
House,4750000,2700,5,4,Dubai Hills Estate,1759.2592592592594
Residence,1100000,371,0,1,Palm Jumeirah,2964.9595687331534
Apartment,1475000,1075,2,3,Dubai Marina,1372.093023255814
Apartment,730000,458,0,1,Business Bay,1593.886462882096
Apartment,3400000,1997,2,3,Palm Jumeirah,1702.5538307461193
Apartment,1475000,772,1,2,Downtown Dubai,1910.6217616580311
Apartment,1400000,1116,2,2,Business Bay,1254.4802867383512
Apartment,2500000,1356,2,3,Downtown Dubai,1843.6578171091446
Apartment,2300000,1144,2,2,Dubai Creek Harbour,2010.4895104895104
Residence,1750000,1780,2,4,Dubailand,983.1460674157304
House,4500000,5814,3,3,Falcon City of Wonders,773.9938080495356
Apartment,3050000,1993,2,3,Palm Jumeirah,1530.3562468640241
Apartment,780000,801,1,2,Dubai Sports City,973.7827715355805
Apartment,1430000,522,0,1,Downtown Dubai,2739.463601532567
Residence,6000000,5110,3,3,Palm Jumeirah,1174.1682974559687
Apartment,1600000,802,2,2,Business Bay,1995.0124688279302
Apartment,1300000,483,0,1,Downtown Dubai,2691.5113871635613
Apartment,880000,1040,2,2,Dubai South,846.1538461538462
Apartment,895000,907,1,2,Jumeirah Village Triangle (JVT),986.7695700110254
Apartment,2100000,523,0,1,Palm Jumeirah,4015.296367112811
Apartment,3700000,1627,2,3,Dubai Creek Harbour,2274.1241548862936
Apartment,470000,467,0,1,Jumeirah Village Circle (JVC),1006.423982869379
Residence,950000,1669,3,4,DAMAC Hills 2 (Akoya by DAMAC),569.2031156381066
Apartment,1300000,868,1,1,Business Bay,1497.6958525345622
Apartment,750000,825,1,2,Jumeirah Village Circle (JVC),909.0909090909091
Residence,2000000,1830,3,3,DAMAC Hills 2 (Akoya by DAMAC),1092.896174863388
Apartment,830000,745,1,2,Jumeirah Village Circle (JVC),1114.0939597315437
Apartment,5700000,1816,3,4,Downtown Dubai,3138.7665198237887
Apartment,1300000,1481,2,4,Jumeirah Village Circle (JVC),877.7852802160702
Apartment,485000,476,0,1,Jumeirah Village Circle (JVC),1018.90756302521
House,4650000,2733,3,3,The Lakes,1701.4270032930845
Apartment,399000,582,0,1,Jumeirah Village Circle (JVC),685.5670103092783
Apartment,2800000,1400,2,2,Downtown Dubai,2000.0
House,4999999,4400,5,5,The Villa,1136.363409090909
Apartment,3800000,2413,3,5,Palm Jumeirah,1574.8031496062993
Apartment,2450000,1838,3,3,Jumeirah Beach Residence (JBR),1332.9706202393907
Apartment,2600000,945,1,2,Dubai Marina,2751.322751322751
Apartment,550000,833,1,2,Dubai Production City (IMPZ),660.2641056422569
House,14000000,10792,5,5,The Meadows,1297.2572275759821
Apartment,385000,464,0,1,Jumeirah Village Circle (JVC),829.7413793103449
House,3500000,2745,3,4,Arabian Ranches,1275.0455373406194
Apartment,3900000,1556,2,3,Dubai Marina,2506.426735218509
Apartment,950000,796,1,2,Business Bay,1193.467336683417
Apartment,2400000,1121,2,2,Business Bay,2140.945584299732
Apartment,1300000,1481,2,4,Jumeirah Village Circle (JVC),877.7852802160702
Apartment,3000000,1586,3,3,Business Bay,1891.5510718789408
Apartment,4900000,2816,3,5,Al Wasl,1740.0568181818182
Apartment,2680000,1881,3,4,Jumeirah Beach Residence (JBR),1424.7740563530037
Apartment,3819900,2411,3,4,Dubai Marina,1584.3633347158855
House,6200000,7484,5,4,Dubai Sports City,828.4339925173704
Apartment,3250000,2335,2,3,World Trade Centre,1391.86295503212
Apartment,1900000,1671,3,2,The Greens,1137.0436864153203
Residence,8999999,5000,3,5,Palm Jumeirah,1799.9998
Apartment,5500000,1584,3,3,Business Bay,3472.222222222222
Apartment,3850000,1371,2,2,Downtown Dubai,2808.1692195477754
Apartment,1490000,1491,2,3,Dubai Marina,999.3293091884641
Apartment,3593230,1727,2,4,Al Wasl,2080.6195715112913
Apartment,1100000,473,1,1,Dubai Hills Estate,2325.5813953488373
Residence,14000000,3106,4,5,Downtown Dubai,4507.405022537025
Apartment,2500000,2857,3,3,Dubai Marina,875.0437521876094
Apartment,1349999,923,1,2,Dubai Marina,1462.6208017334777
Apartment,1500000,683,1,1,Dubai Creek Harbour,2196.193265007321
Apartment,1200000,1409,2,3,Jumeirah Village Circle (JVC),851.6678495386799
Apartment,1100000,736,1,2,Dubai Marina,1494.5652173913043
Residence,2500000,4200,4,6,Jumeirah Village Circle (JVC),595.2380952380952
Apartment,850000,1000,1,2,Jumeirah Village Circle (JVC),850.0
Apartment,950000,766,1,2,Dubai Marina,1240.2088772845952
Residence,1000000,1208,3,3,DAMAC Hills 2 (Akoya by DAMAC),827.8145695364238
Apartment,1800000,994,1,2,Bur Dubai,1810.8651911468812
Apartment,6300000,1519,2,3,Downtown Dubai,4147.465437788019
Apartment,2895000,2713,4,4,Jumeirah Beach Residence (JBR),1067.084408403981
Apartment,1800000,905,1,1,DIFC,1988.9502762430939
Residence,2600000,2411,3,3,DAMAC Hills,1078.390709249274
Apartment,1525000,618,1,2,Business Bay,2467.6375404530745
Apartment,3100000,1439,2,2,Downtown Dubai,2154.2738012508685
Apartment,700000,789,1,2,Jumeirah Village Circle (JVC),887.1989860583017
Apartment,380000,499,0,1,Dubai Production City (IMPZ),761.5230460921844
Apartment,2700000,1302,2,2,Dubai Marina,2073.7327188940094
Apartment,340000,351,0,1,International City,968.6609686609687
House,1800000,1922,3,5,DAMAC Hills 2 (Akoya by DAMAC),936.5244536940687
Apartment,650000,919,2,3,International City,707.2905331882481
Apartment,1280000,940,1,2,The Views,1361.7021276595744
Residence,1900000,3814,3,4,Jumeirah Village Circle (JVC),498.1646565285789
Apartment,5700000,3881,3,4,Dubai Marina,1468.6936356609122
House,15000000,7000,5,7,Meydan City,2142.8571428571427
House,10000000,7000,6,7,The Villa,1428.5714285714287
Apartment,1000000,949,2,3,Al Furjan,1053.740779768177
House,7550000,4891,4,4,Dubai Hills Estate,1543.6516049887548
Apartment,1500000,1456,2,3,DAMAC Hills,1030.2197802197802
Apartment,2600000,1919,3,4,Jumeirah Beach Residence (JBR),1354.872329338197
Apartment,2500000,1241,2,3,Downtown Dubai,2014.50443190975
Apartment,11999999,1571,1,2,Jumeirah,7638.446212603438
House,35000000,6881,5,5,Palm Jumeirah,5086.46998982706
Apartment,1650000,1038,1,2,Culture Village,1589.5953757225434
Apartment,750000,924,1,2,Jumeirah Village Circle (JVC),811.6883116883117
Apartment,6150000,2239,3,5,Business Bay,2746.761947297901
House,4700000,4899,4,5,Al Furjan,959.379465196979
House,3750000,2598,3,4,The Springs,1443.4180138568129
Residence,2100000,2023,3,4,Town Square,1038.0622837370242
Apartment,700000,423,0,1,Jumeirah Lake Towers (JLT),1654.8463356973996
Apartment,395000,441,0,1,Dubai Production City (IMPZ),895.6916099773242
Apartment,1457677,1139,1,1,Business Bay,1279.7866549604917
Apartment,1900000,832,1,2,Downtown Dubai,2283.653846153846
Apartment,1200000,946,1,1,Jumeirah Village Circle (JVC),1268.4989429175475
House,4100000,2532,3,5,Meydan City,1619.2733017377568
Apartment,1500000,1242,2,3,Dubai South,1207.729468599034
Apartment,9990000,4946,3,5,Palm Jumeirah,2019.8139911039223
Apartment,1550000,1084,2,2,Dubai Marina,1429.889298892989
Apartment,700000,762,1,1,Arjan,918.6351706036745
Apartment,1750000,895,1,2,Downtown Dubai,1955.3072625698323
Apartment,1650000,800,2,2,Sobha Hartland,2062.5
Apartment,5275000,1151,2,2,Dubai Harbour,4582.971329278888
Apartment,2750000,1778,2,3,Palm Jumeirah,1546.681664791901
Apartment,1000000,916,1,2,Dubai Marina,1091.703056768559
House,3500000,5047,4,5,Nad Al Sheba,693.4812760055479
Residence,3600000,3211,4,5,Mudon,1121.1460604173155
Residence,12300000,1993,3,4,Downtown Dubai,6171.600602107375
House,7650000,8000,6,7,The Villa,956.25
Apartment,2100000,1295,2,2,Jumeirah Beach Residence (JBR),1621.6216216216217
House,4000000,3052,3,4,Arabian Ranches 2,1310.615989515072
Residence,3500000,2070,3,3,Dubai Hills Estate,1690.8212560386473
House,4000000,3735,5,5,Mudon,1070.95046854083
Apartment,2990000,2443,4,5,Dubai Marina,1223.9050347932869
Residence,2350000,1943,3,2,Arabian Ranches 3,1209.4698919197117
Apartment,9500000,1939,3,5,Jumeirah Beach Residence (JBR),4899.432697266632
Apartment,3600000,1134,1,2,Palm Jumeirah,3174.6031746031745
Apartment,635000,615,1,1,Jumeirah Village Circle (JVC),1032.520325203252
Apartment,370000,473,0,1,Dubai South,782.2410147991543
Apartment,2100000,1242,2,3,Dubai Marina,1690.8212560386473
Apartment,2450000,1562,2,2,The Views,1568.5019206145967
Residence,1449999,2470,3,5,DAMAC Hills 2 (Akoya by DAMAC),587.0441295546559
Apartment,1400000,714,1,2,Dubai Marina,1960.7843137254902
Apartment,780000,925,1,2,Jumeirah Village Circle (JVC),843.2432432432432
Apartment,485000,388,0,1,Jumeirah Village Circle (JVC),1250.0
House,6700000,8970,4,4,Arabian Ranches,746.9342251950948
Apartment,2200000,1115,2,2,Dubai Creek Harbour,1973.0941704035874
House,2100000,1690,2,2,The Springs,1242.603550295858
Residence,2300000,4100,4,5,Jumeirah Village Circle (JVC),560.9756097560976
Residence,3000000,2456,4,4,Arabian Ranches 3,1221.498371335505
Apartment,4200000,1334,2,2,Jumeirah,3148.425787106447
Apartment,1950000,1396,2,3,Jumeirah Beach Residence (JBR),1396.8481375358167
Residence,3050000,2712,3,4,Mudon,1124.6312684365782
Residence,1900000,1733,3,4,Dubailand,1096.3646855164454
Residence,14000000,4640,4,5,Dubai Marina,3017.2413793103447
House,6900000,2893,3,4,Dubai Hills Estate,2385.067404078811
House,2300000,1938,3,4,Arabian Ranches 3,1186.7905056759546
Apartment,800000,852,1,2,DAMAC Hills,938.9671361502348
Apartment,1350000,1158,2,3,DAMAC Hills,1165.80310880829
Apartment,480000,466,0,1,Dubai Science Park,1030.0429184549357
Apartment,649999,738,1,2,Dubai Sports City,880.7574525745257
Apartment,4300000,1961,3,4,Jumeirah Beach Residence (JBR),2192.7587965323814
Residence,3299999,3950,3,2,Arabian Ranches,835.4427848101266
Apartment,1849999,2084,3,2,Mirdif,887.7154510556622
Apartment,2580000,2119,2,3,Jumeirah Heights,1217.555450684285
Apartment,385000,471,0,1,Jumeirah Village Circle (JVC),817.4097664543524
Apartment,4200000,2168,3,5,Dubai Marina,1937.2693726937268
Apartment,3295000,2014,3,3,Dubai Marina,1636.0476663356505
Apartment,2399000,1104,1,2,Business Bay,2173.0072463768115
Apartment,2800000,1939,3,5,Dubai Marina,1444.043321299639
Apartment,1349000,865,1,2,Business Bay,1559.5375722543354
Apartment,2999888,1407,2,2,Business Bay,2132.1165600568584
Apartment,2450000,2282,3,3,Dubai Marina,1073.6196319018404
House,5750000,5806,6,6,Al Furjan,990.3548053737513
Apartment,1300000,1481,2,4,Jumeirah Village Circle (JVC),877.7852802160702
Apartment,1300000,1481,2,4,Jumeirah Village Circle (JVC),877.7852802160702
House,17999888,10693,6,7,DAMAC Hills,1683.333769755915
Apartment,1450000,789,1,2,Dubai Marina,1837.7693282636249
Apartment,845775,661,0,1,Business Bay,1279.5385779122541
Apartment,1750000,833,1,1,Dubai Marina,2100.840336134454
Residence,1400000,2384,3,3,International City,587.248322147651
Apartment,975000,436,0,1,Business Bay,2236.238532110092
Residence,2100000,2230,3,4,Serena,941.7040358744395
House,12950000,16082,6,6,Dubai Sports City,805.2481034697176
Apartment,892500,663,0,1,Business Bay,1346.1538461538462
Apartment,1800000,690,1,2,Dubai Marina,2608.695652173913
Residence,4699995,3313,4,5,Meydan City,1418.652278901298
Apartment,950000,952,0,1,Business Bay,997.8991596638656
Residence,1749999,2381,4,5,DAMAC Hills 2 (Akoya by DAMAC),734.984880302394
Apartment,500000,437,0,1,Jumeirah Village Circle (JVC),1144.1647597254005
Apartment,2400000,1121,2,2,Business Bay,2140.945584299732
House,3595000,2456,3,3,The Springs,1463.7622149837134
Apartment,4500000,2124,3,4,Dubai Creek Harbour,2118.64406779661
Residence,1775000,1859,2,3,Serena,954.8144163528779
Apartment,1719000,944,1,2,Business Bay,1820.9745762711864
Apartment,1100000,520,0,1,Business Bay,2115.3846153846152
Residence,1375000,1882,3,5,DAMAC Hills 2 (Akoya by DAMAC),730.605738575983
Apartment,1500000,919,1,2,Dubai Marina,1632.208922742111
Apartment,1850000,1268,2,3,Dubai Marina,1458.9905362776026
Apartment,1149999,798,1,1,Business Bay,1441.1015037593984
House,16499999,5258,4,5,DAMAC Hills,3138.0751236211486
Apartment,2350000,1457,2,3,Dubai Marina,1612.9032258064517
Apartment,899999,705,1,2,Jumeirah Village Circle (JVC),1276.5943262411347
Apartment,1250000,1566,1,2,Business Bay,798.2120051085568
Apartment,2050000,1474,1,2,Business Bay,1390.7734056987788
Apartment,625000,1185,1,2,Jumeirah Village Circle (JVC),527.4261603375527
Apartment,900000,731,1,2,DAMAC Hills,1231.190150478796
Apartment,4400000,1668,2,3,Jumeirah Beach Residence (JBR),2637.8896882494005
Apartment,2000000,1096,2,2,Dubai Creek Harbour,1824.8175182481752
Apartment,1300000,820,1,2,Dubai Marina,1585.3658536585365
Apartment,2400000,1176,2,3,Sobha Hartland,2040.8163265306123
Residence,2500000,2476,4,3,Dubailand,1009.6930533117932
Residence,13300000,5741,4,6,Dubai Marina,2316.6695697613654
Apartment,625000,481,0,1,DAMAC Hills,1299.3762993762994
Apartment,2350000,1118,2,3,Dubai Hills Estate,2101.9677996422183
